,Date,Dead,Injured,Location and description
256,24 November ,18+,6+,"Baghdad, Iraq. A roadside bomb blast destroyed a minibus carrying government employees. All of the deceased were female employees of Iraq's Trade Ministry.[298] A female suicide bomber also struck just outside the Green Zone. This attack came at a security checkpoint during the morning rush hour. Two of the deceased were confirmed to be female employees of Iraq's intelligence services, one of them had been pregnant.[298]"
257,26–29 November,173,327+,"Mumbai, India.  Armed terrorists opened fire at eight different sites in a coordinated attack.  They wielded automatic weapons and attacked locations including a train station, hotels, restaurants, a police station, and a hospital. Some terrorists took hostages and high military grade explosives (RDX) were found nearby; at least eight explosions were reported."
258,27 November ,3,4,"Sana'a, Yemen. A bomb exploded aboard a minibus at the capital's al-Hasha station.[299]"
259,28 November ,11,19,"Baghdad, Iraq. A suicide car bomb in Baghdad killed 11 and wounded another 19 in a Shite section of the city[300]"
260,28 November ,7,4,"Bannu, Pakistan. A suicide car bomb killed four soldiers and three civilians and injured several others[301]"
261,1 December ,7,1,"Swat Valley, Pakistan. A suicide car bomb targeting a military checkpoint detonated prematurely and killed seven civilians in two passing cars.  One soldier was injured in the blast.[302]"
262,1 December ,10,27,"Musa Qala district, Helmand Province, Afghanistan. A suicide bomber targeted a police vehicle in a crowded market.  The resulting blast left 10 civilians dead and left another 27, including two policemen, injured.[303]"
263,1 December ,0,5,"Istanbul, Turkey. A bomb blast outside of a building used by the AK Party occurred in the Sutluce district at around 3 pm.  Two of the injured were reported to be police.[304]"
264,1 December ,0,0,"La Paz, Bolivia. Unidentified assailants detonated dynamite on the door of the advertising office of the newspaper El Potosi at about 1:00 am.  The newspaper believed that intimidation not robbery motivated the attack.[305]"
265,2 December ,3+,29,"Diphu, Assam, India. A bomb exploded on board a passenger train as it pulled into the Diphu station.  According to police, the device was set to a timer and left in a bag on an overhead rack.  Suspicion fell on the Karbi Longri N.C. Hills Liberation Front (KLNLF), who is said to be one of three insurgent groups active in the area and the only not to agree to a cease-fire.[306]"
266,2 December ,2,0,"Assam, India. Police blame the Karbi Longri N.C. Hills Liberation Front (KLNLF) for taking two migrant workers from their homes in the village of Dolamara and shooting them.[306]"
267,4 December ,1,0,"Khost, Afghanistan. A suicide bomber detonated his explosives outside of an intelligence office.  Militants disguised as Afghan military attacked the building immediately following the attack.[307]"
268,5 December ,6+,12,"Orakzai Agency, Pakistan. A bomb exploded in a busy market located in a predominantly Shiia district.  Reports conflicted as to whether the explosive was remotely detonated or was a suicide attack.  One source claimed that the attack targeted a local tribal council.[308]"
269,5 December ,5,9,"Narathiwat, Thailand.  A bomb blast killed five people and wounded nine others in the southernmost province of Narathiwat, in a region beset by insurgent attacks.[309]"
270,5 December ,29,100,"Peshawar, Pakistan. A car bomb is detonated near a Shia mosque in the central Kissa Khwani bazaar.[310]"
271,5 December ,0,0,"Sarajevo, Bosnia.  An explosive device was thrown at a local Bosnian broadcaster, Independent Television NTV Hayat, although there were no injuries and only minor damage. The attack took place Thursday night, at the time when there were no staff but only a night guard. Local police, who protected the building through the rest of the night, started an investigation into the attack.[311]"
272,11 December ,55+,~102,"Kirkuk, Iraq. A suicide bomber attacked a gathering of Arab and Kurdish leaders meeting over lunch during Eid al-Adha at a popular restaurant about 10 km north of Kirkuk.  Arab tribal leaders were meeting with members of the Patriotic Union of Kurdistan.  Officials said that the restaurant had been more crowded than usual due to the holiday and that many women and children were among the casualties because the explosion occurred in the family section.[312][313][314]"
273,14 December ,3,11,"Kandahar, Afghanistan. A bomb hidden in a wooden cart exploded in Afghanistan's largest southern city Sunday, killing three police officers and wounding 11 other people, a government official said. The attack targeted a police vehicle in the city of Kandahar, said Zalmai Ayubi, a spokesman for the governor. He said five police officers were among the 11 wounded.[315]"
274,16 December ,0,0,"Paris, France. Police discovered five sticks of dynamite left in a third-floor restroom of the department store Printemps after an unknown group, the Afghan Revolutionary Front, made claim to the AFP in a statement.  The statement demanded the withdrawal of French troops from Afghanistan by the end of February 2009 under threat of further acts against ""capitalist department stores... without warning.""  No detonator was attached to the explosives.[316][317]"
275,18 December ,0,1,"Zimbabwe The leader of Zimbabwe's air force – an ally of president Robert Mugabe – was shot and wounded in an attempt on his life, state media has said.[318]"
276,19 December ,2,47,"Iligan, Philippines. Two explosions in the southern Philippine city of Iligan in a market packed with Christmas shoppers has killed two people and injured 47.[319]"
277,19 December ,0,2,"Sderot, Israel. Fifteen rockets were fired at Sederot two days before a cease-fire was to expire wounding two Israeli civilians. Israel responded with an airstrike in Gaza that resulted in zero casualties.[320]"
278,20 December ,0,9,"Moscow, Russia. Nine people injured in a bomb blast in a bazaar at the entrance of a metro station in the south of Moscow.[321]"
279,22 December ,1,3,"Awka Iborn, Nigeria. Gunmen attacked two oil services vessels in separate incidents in Nigeria's restive Niger Delta on Thursday, kidnapping a Russian, a Mexican and seven Nigerians, security sources working in the industry said.[322]"
280,24 December ,1,4,"Lahore, Pakistan. A bomb has exploded on a main road in the Pakistani city of Lahore, killing at least one person and injuring four others, the police said.[323]"
281,24 December ,860+,?,"Haut-Uele, Democratic Republic of the Congo. 2008 Christmas massacres[324][325]"
282,25 December ,4,13,"Baghdad, Iraq. ""Four people were killed and 13 wounded when a car bomb that was parked on the side of the road blew up"", an interior ministry official said, adding that women were among the wounded.[326]"
283,25 December ,1,14,"Baghdad, Iraq. A bomb exploded in the Shiite neighborhood of Kadhimiyah in western Baghdad, the US military said. ""A civilian was killed. Eleven civilians and three policemen were wounded in the attack"", it said.[326]"
284,28 December ,45,,"Near Doruma, Democratic Republic of the Congo. Rebels of the Lord's Resistance Army brutally killed at least 45 people in a church using machetes and clubs.[327]"
285,29 December,4,12,"Saravan, Iran. A suicide bomber belonging to the Sunni militant group Jundallah killed 4 and wounded 12 civilians.[328]"
286,30 December,4,1,"Singye, Bhutan. Members from the Communist Party of Bhutan ambushed and killed four forest rangers and took their weapons in Singye village, 155 miles away from the capital.[329]"
